"ShortName","ImageDate","LocationName","UTM_E","UTM_N","UTMZone","StatusID","StudyAreaAbbr","FileName"
"cat",6/15/2018 23:55:57,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK000519.JPG"
"cat",6/16/2018 0:00:04,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK000523.JPG"
"cat",6/16/2018 0:00:04,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK000524.JPG"
"cat",6/16/2018 0:00:05,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK000525.JPG"
"cat",6/16/2018 0:16:13,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK000529.JPG"
"cat",6/16/2018 0:16:14,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK000530.JPG"
"cat",6/16/2018 0:16:14,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK000531.JPG"
"cat",6/16/2018 0:16:43,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK000532.JPG"
"cat",6/16/2018 0:21:05,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK000538.JPG"
"cat",6/16/2018 0:21:05,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK000539.JPG"
"cat",6/16/2018 0:21:34,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK000541.JPG"
"cat",6/16/2018 0:21:35,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK000542.JPG"
"cat",6/16/2018 0:21:36,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK000543.JPG"
"cat",6/16/2018 0:21:49,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK000544.JPG"
"cat",6/16/2018 0:21:50,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK000545.JPG"
"cat",6/16/2018 0:21:51,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK000546.JPG"
"cat",6/16/2018 0:22:01,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK000547.JPG"
"cat",6/16/2018 0:22:01,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK000548.JPG"
"cat",6/16/2018 0:22:02,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK000549.JPG"
"cat",6/16/2018 5:36:52,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK000550.JPG"
"cat",6/16/2018 5:36:53,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK000551.JPG"
"cat",6/16/2018 5:36:53,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK000552.JPG"
"cat",6/16/2018 5:37:26,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK000553.JPG"
"cat",6/16/2018 5:37:27,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK000554.JPG"
"cat",6/16/2018 5:37:27,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK000555.JPG"
"cat",6/16/2018 5:37:39,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK000556.JPG"
"cat",6/16/2018 5:44:51,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK000565.JPG"
"cat",6/16/2018 5:44:52,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK000566.JPG"
"cat",6/16/2018 5:45:08,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK000570.JPG"
"cat",6/17/2018 2:41:00,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK000748.JPG"
"cat",6/17/2018 2:41:00,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK000749.JPG"
"cat",6/17/2018 2:41:01,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK000750.JPG"
"cat",6/19/2018 2:36:25,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK000964.JPG"
"cat",6/19/2018 2:36:25,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK000965.JPG"
"cat",6/19/2018 2:36:26,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK000966.JPG"
"cat",6/19/2018 21:45:58,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK001327.JPG"
"cat",6/19/2018 21:45:59,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK001328.JPG"
"cat",6/19/2018 21:45:59,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK001329.JPG"
"cat",6/20/2018 3:14:41,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK001333.JPG"
"cat",6/20/2018 3:14:41,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK001334.JPG"
"cat",6/20/2018 3:14:42,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK001335.JPG"
"cat",6/20/2018 3:14:53,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK001336.JPG"
"cat",6/20/2018 3:14:53,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK001337.JPG"
"cat",6/20/2018 3:14:54,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK001338.JPG"
"cat",6/20/2018 3:15:08,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK001339.JPG"
"cat",6/20/2018 3:18:24,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK001345.JPG"
"cat",6/20/2018 3:18:25,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK001346.JPG"
"cat",6/20/2018 3:18:25,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK001347.JPG"
"cat",6/20/2018 3:32:05,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK001348.JPG"
"cat",6/20/2018 3:32:05,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK001349.JPG"
"cat",6/20/2018 3:32:06,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK001350.JPG"
"cat",6/20/2018 23:45:44,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK001624.JPG"
"cat",8/6/2018 23:45:12,"U-ED04",411935.56,3741156.32,"11 S",1,"AN","08060850.JPG"
"cat",8/13/2018 0:26:16,"U-ED04",411935.56,3741156.32,"11 S",1,"AN","08130904.JPG"
"cat",7/24/2018 4:28:47,"U-ED04",411935.56,3741156.32,"11 S",1,"AN","DCat-072418.JPG"
"cat",7/25/2018 21:11:36,"U-ED04",411935.56,3741156.32,"11 S",1,"AN","DCat-072518.JPG"
"cat",7/29/2018 21:36:27,"U-ED04",411935.56,3741156.32,"11 S",1,"AN","DCat-072918.JPG"
"cat",7/30/2018 20:57:30,"U-ED04",411935.56,3741156.32,"11 S",1,"AN","DCat-073018.JPG"
"cat",8/4/2018 17:58:18,"U-ED05",413984.67,3741184.43,"11 S",1,"AN","EK003748.JPG"
"cat",8/4/2018 17:58:20,"U-ED05",413984.67,3741184.43,"11 S",1,"AN","EK003750.JPG"
"cat",8/6/2018 17:54:17,"U-ED05",413984.67,3741184.43,"11 S",1,"AN","EK003923.JPG"
"cat",8/6/2018 17:54:18,"U-ED05",413984.67,3741184.43,"11 S",1,"AN","EK003924.JPG"
"cat",8/8/2018 23:27:56,"U-CaT02",418447.69,3740914.18,"11 S",1,"AN","EK000511.JPG"
"cat",8/8/2018 23:27:56,"U-CaT02",418447.69,3740914.18,"11 S",1,"AN","EK000512.JPG"
"cat",8/10/2018 4:06:51,"U-CaT02",418447.69,3740914.18,"11 S",1,"AN","EK000558.JPG"
"cat",6/2/2018 6:50:36,"U-ED02",409325.29,3741248.86,"11 S",1,"ST","EK000286.JPG"
"cat",6/2/2018 6:50:37,"U-ED02",409325.29,3741248.86,"11 S",1,"ST","EK000287.JPG"
"cat",6/19/2018 21:06:20,"U-ED02",409325.29,3741248.86,"11 S",1,"ST","EK001177.JPG"
"cat",6/19/2018 21:06:20,"U-ED02",409325.29,3741248.86,"11 S",1,"ST","EK001178.JPG"
"cat",6/19/2018 21:06:21,"U-ED02",409325.29,3741248.86,"11 S",1,"ST","EK001179.JPG"
"cat",7/3/2018 0:29:24,"U-ED02",409325.29,3741248.86,"11 S",1,"ST","DCat070318.JPG"
"cat",7/4/2018 1:05:37,"U-ED02",409325.29,3741248.86,"11 S",1,"ST","DCat070418.JPG"
"cat",7/6/2018 2:42:17,"U-ED02",409325.29,3741248.86,"11 S",1,"ST","DCat070618.JPG"
"cat",7/8/2018 23:57:14,"U-ED02",409325.29,3741248.86,"11 S",1,"ST","DCat070818.JPG"
"cat",7/13/2018 1:42:32,"U-ED02",409325.29,3741248.86,"11 S",1,"ST","DCat071318.JPG"
"cat",7/16/2018 1:16:22,"U-ED02",409325.29,3741248.86,"11 S",1,"ST","DCat071618.JPG"
"cat",7/3/2018 0:22:31,"U-ED02",409325.29,3741248.86,"11 S",1,"ST","EK001834.JPG"
"cat",7/3/2018 0:29:23,"U-ED02",409325.29,3741248.86,"11 S",1,"ST","EK001837.JPG"
"cat",7/4/2018 1:05:38,"U-ED02",409325.29,3741248.86,"11 S",1,"ST","EK002138.JPG"
"cat",7/6/2018 2:42:17,"U-ED02",409325.29,3741248.86,"11 S",1,"ST","EK002723.JPG"
"cat",7/6/2018 2:42:18,"U-ED02",409325.29,3741248.86,"11 S",1,"ST","EK002724.JPG"
"cat",7/8/2018 23:57:14,"U-ED02",409325.29,3741248.86,"11 S",1,"ST","EK003251.JPG"
"cat",7/8/2018 23:57:15,"U-ED02",409325.29,3741248.86,"11 S",1,"ST","EK003252.JPG"
"cat",7/13/2018 1:42:15,"U-ED02",409325.29,3741248.86,"11 S",1,"ST","EK004450.JPG"
"cat",7/13/2018 1:42:33,"U-ED02",409325.29,3741248.86,"11 S",1,"ST","EK004454.JPG"
"cat",7/16/2018 1:16:20,"U-ED02",409325.29,3741248.86,"11 S",1,"ST","EK005722.JPG"
"cat",6/5/2018 4:40:06,"U-ED03",410270.00,3741162.47,"11 S",1,"ST","EK006964.JPG"
"cat",6/5/2018 4:40:22,"U-ED03",410270.00,3741162.47,"11 S",1,"ST","EK006968.JPG"
"cat",6/9/2018 5:50:34,"U-ED03",410270.00,3741162.47,"11 S",1,"ST","EK000187.JPG"
"cat",6/9/2018 5:50:35,"U-ED03",410270.00,3741162.47,"11 S",1,"ST","EK000188.JPG"
"cat",6/9/2018 5:50:36,"U-ED03",410270.00,3741162.47,"11 S",1,"ST","EK000189.JPG"
"cat",6/10/2018 22:30:12,"U-ED04",411935.56,3741156.32,"11 S",1,"AN","EK004321.JPG"
"cat",6/10/2018 22:30:13,"U-ED04",411935.56,3741156.32,"11 S",1,"AN","EK004322.JPG"
"cat",6/10/2018 22:30:14,"U-ED04",411935.56,3741156.32,"11 S",1,"AN","EK004323.JPG"
"cat",6/13/2018 21:19:46,"U-ED04",411935.56,3741156.32,"11 S",1,"AN","EK005359.JPG"
"cat",6/13/2018 21:19:47,"U-ED04",411935.56,3741156.32,"11 S",1,"AN","EK005360.JPG"
"cat",6/13/2018 21:19:48,"U-ED04",411935.56,3741156.32,"11 S",1,"AN","EK005361.JPG"
"cat",6/13/2018 21:21:05,"U-ED04",411935.56,3741156.32,"11 S",1,"AN","EK005362.JPG"
"cat",6/13/2018 21:21:06,"U-ED04",411935.56,3741156.32,"11 S",1,"AN","EK005363.JPG"
"cat",6/13/2018 21:21:07,"U-ED04",411935.56,3741156.32,"11 S",1,"AN","EK005364.JPG"
"cat",6/25/2018 21:47:48,"U-ED04",411935.56,3741156.32,"11 S",1,"AN","EK000142.JPG"
"cat",6/25/2018 21:47:48,"U-ED04",411935.56,3741156.32,"11 S",1,"AN","EK000143.JPG"
"cat",6/25/2018 21:47:49,"U-ED04",411935.56,3741156.32,"11 S",1,"AN","EK000144.JPG"
"cat",6/27/2018 21:53:47,"U-ED04",411935.56,3741156.32,"11 S",1,"AN","EK000302.JPG"
"cat",6/27/2018 21:53:48,"U-ED04",411935.56,3741156.32,"11 S",1,"AN","EK000303.JPG"
"cat",7/5/2018 22:08:31,"U-ED04",411935.56,3741156.32,"11 S",1,"AN","07050052.JPG"
"cat",7/2/2018 5:13:02,"U-ED04",411935.56,3741156.32,"11 S",1,"AN","DCat-070218.JPG"
"cat",7/3/2018 1:13:28,"U-ED04",411935.56,3741156.32,"11 S",1,"AN","DCat-070318.JPG"
"cat",7/5/2018 22:08:32,"U-ED04",411935.56,3741156.32,"11 S",1,"AN","DCat-070518.JPG"
"cat",6/9/2018 20:58:20,"U-ED05",413984.67,3741184.43,"11 S",1,"AN","EK001987.JPG"
"cat",6/9/2018 20:58:21,"U-ED05",413984.67,3741184.43,"11 S",1,"AN","EK001988.JPG"
"cat",6/9/2018 20:58:22,"U-ED05",413984.67,3741184.43,"11 S",1,"AN","EK001989.JPG"
"cat",6/13/2018 2:24:05,"U-ED05",413984.67,3741184.43,"11 S",1,"AN","EK002680.JPG"
"cat",6/13/2018 2:24:05,"U-ED05",413984.67,3741184.43,"11 S",1,"AN","EK002681.JPG"
"cat",6/13/2018 2:24:06,"U-ED05",413984.67,3741184.43,"11 S",1,"AN","EK002682.JPG"
"cat",6/2/2018 4:45:26,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK000976.JPG"
"cat",6/2/2018 4:45:26,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK000977.JPG"
"cat",6/2/2018 4:45:27,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK000978.JPG"
"cat",6/2/2018 4:45:53,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK000979.JPG"
"cat",6/2/2018 4:46:36,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK000982.JPG"
"cat",6/2/2018 4:46:36,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK000983.JPG"
"cat",6/2/2018 4:46:37,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK000984.JPG"
"cat",6/4/2018 16:58:49,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK002308.JPG"
"cat",6/10/2018 1:39:10,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK003709.JPG"
"cat",6/10/2018 1:39:11,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK003710.JPG"
"cat",6/10/2018 1:39:12,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK003711.JPG"
"cat",6/12/2018 1:45:17,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK004258.JPG"
"cat",6/12/2018 1:45:18,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK004259.JPG"
"cat",6/12/2018 1:45:18,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK004260.JPG"
"cat",6/12/2018 21:24:46,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK004663.JPG"
"cat",6/12/2018 21:24:47,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK004664.JPG"
"cat",6/12/2018 21:24:47,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK004665.JPG"
"cat",6/12/2018 21:53:05,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK004666.JPG"
"cat",6/12/2018 21:53:06,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK004667.JPG"
"cat",6/12/2018 21:53:06,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK004668.JPG"
"cat",6/12/2018 21:53:22,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK004669.JPG"
"cat",6/12/2018 21:53:22,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK004670.JPG"
"cat",6/12/2018 21:53:23,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK004671.JPG"
"cat",6/12/2018 21:55:38,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK004672.JPG"
"cat",6/12/2018 21:55:38,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK004673.JPG"
"cat",6/12/2018 21:55:39,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK004674.JPG"
"cat",6/12/2018 22:55:19,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK004675.JPG"
"cat",6/12/2018 22:55:20,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK004676.JPG"
"cat",6/12/2018 22:55:20,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK004677.JPG"
"cat",6/12/2018 22:55:34,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK004678.JPG"
"cat",6/12/2018 22:55:34,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK004679.JPG"
"cat",6/12/2018 22:55:35,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK004680.JPG"
"cat",6/12/2018 23:52:55,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK004684.JPG"
"cat",6/12/2018 23:52:55,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK004685.JPG"
"cat",6/12/2018 23:52:56,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK004686.JPG"
